crime_id,date,time,hour,day_of_week,month,year,latitude,longitude,zone,district,crime_type,crime_severity,weather,is_festival_day,is_weekend,is_night,nearby_police_station_distance_km,population_density,street_lighting,unemployment_index,alcohol_outlet_nearby,crime_occurred
CR000318,2020-09-07,00:15:35,0,Monday,9,2020,13.086979,80.227423,West,Anna Nagar,Drug-offense,6,Foggy,0,0,1,0.63,Low,Poor,0.12,1,1
CR000319,2019-06-17,20:59:47,20,Monday,6,2019,13.119434,80.148564,West,Ambattur,Vehicle-theft,6,Hot,0,0,1,1.46,Low,Moderate,0.2,0,1
CR000320,2020-07-28,20:50:07,20,Tuesday,7,2020,13.08564,80.263794,Central,Egmore,Fraud,6,Foggy,0,0,1,5.66,Low,Moderate,0.32,0,1
CR000321,2023-01-02,10:58:01,10,Monday,1,2023,13.124006,80.278626,North,Perambur,Kidnapping,8,Clear,0,0,0,0.79,Low,Poor,0.35,1,1
CR000322,2023-01-11,08:01:26,8,Wednesday,1,2023,12.996472,80.260295,South,Adyar,Burglary,7,Clear,0,0,0,4.36,Low,Moderate,0.18,1,1
CR000323,2024-12-12,23:44:20,23,Thursday,12,2024,12.899707,80.106104,South,Tambaram,Robbery,7,Clear,0,0,1,5.12,Medium,Good,0.05,0,1
CR000324,2024-08-04,15:46:28,15,Sunday,8,2024,12.99717,80.232788,South,Adyar,Kidnapping,8,Clear,0,1,0,3.21,Medium,Good,0.38,1,1
CR000325,2019-08-01,08:33:18,8,Thursday,8,2019,13.07416,80.269707,Central,Triplicane,Theft,5,Clear,0,0,0,0.84,Very High,Moderate,0.11,1,1
CR000326,2019-04-12,17:59:04,17,Friday,4,2019,12.998676,80.232556,South,Adyar,Vehicle-theft,6,Clear,0,0,0,5.47,Low,Poor,0.12,0,1
CR000327,2021-12-05,15:22:46,15,Sunday,12,2021,13.051444,80.194248,West,K.K. Nagar,Fraud,6,Clear,0,1,0,5.62,Low,Moderate,0.26,0,1
CR000328,2019-04-12,05:42:37,5,Friday,4,2019,13.112924,80.309636,North,Royapuram,Assault,6,Hot,0,0,1,1.28,Low,Poor,0.37,0,1
CR000329,2023-07-04,17:27:50,17,Tuesday,7,2023,13.088478,80.274754,Central,Egmore,Assault,8,Hot,0,0,0,2.67,High,Moderate,0.05,0,1
CR000330,2023-05-04,04:58:30,4,Thursday,5,2023,13.12728,80.286116,North,Washermanpet,Fraud,5,Foggy,0,0,1,1.11,Low,Moderate,0.07,0,1
CR000331,2023-02-04,05:50:43,5,Saturday,2,2023,12.991407,80.237876,South,Adyar,Drug-offense,8,Foggy,0,1,1,1.42,Low,Poor,0.3,1,1
CR000332,2024-04-22,19:44:03,19,Monday,4,2024,13.04303,80.2668,Central,Mylapore,Drug-offense,7,Clear,0,0,1,1.09,Medium,Good,0.31,1,1
CR000333,2021-07-01,19:07:01,19,Thursday,7,2021,12.989032,80.273439,East,Thiruvanmiyur,Fraud,5,Hot,0,0,1,5.18,Medium,Good,0.33,1,1
CR000334,2019-06-05,16:06:10,16,Wednesday,6,2019,13.032613,80.191103,West,K.K. Nagar,Eve-teasing,5,Foggy,0,0,0,5.97,Low,Good,0.14,1,1
CR000335,2024-11-20,17:44:36,17,Wednesday,11,2024,13.101438,80.279616,North,Royapuram,Vehicle-theft,7,Rainy,1,0,0,3.9,Low,Moderate,0.06,0,1
CR000336,2022-05-28,05:10:04,5,Saturday,5,2022,13.032855,80.27644,Central,Mylapore,Vehicle-theft,4,Clear,0,1,1,0.51,Low,Good,0.1,0,1
CR000337,2020-10-26,07:20:18,7,Monday,10,2020,13.039556,80.262659,Central,Mylapore,Burglary,8,Rainy,0,0,0,3.8,Low,Poor,0.18,0,1
CR000338,2020-03-02,06:22:30,6,Monday,3,2020,13.005869,80.201242,South,Guindy,Drug-offense,7,Rainy,0,0,0,5.76,Low,Moderate,0.12,0,1
CR000339,2019-05-13,12:18:44,12,Monday,5,2019,13.0027,80.205049,South,Velachery,Murder,10,Hot,0,0,0,3.56,Medium,Good,0.08,0,1
CR000340,2022-03-13,14:09:51,14,Sunday,3,2022,13.109646,80.230734,North,Perambur,Assault,5,Foggy,0,1,0,4.98,Medium,Good,0.1,0,1
CR000341,2021-05-19,17:08:52,17,Wednesday,5,2021,13.120369,80.140129,West,Ambattur,Kidnapping,8,Hot,0,0,0,3.02,Very High,Poor,0.31,0,1
CR000342,2024-06-30,21:46:49,21,Sunday,6,2024,13.03057,80.076467,West,Porur,Theft,5,Foggy,0,1,1,1.9,Low,Moderate,0.12,1,1
CR000343,2021-02-22,13:20:16,13,Monday,2,2021,13.008951,80.242806,East,Thiruvanmiyur,Fraud,4,Rainy,0,0,0,5.54,Medium,Poor,0.19,0,1
CR000344,2022-07-20,21:36:42,21,Wednesday,7,2022,13.039298,80.215083,West,K.K. Nagar,Robbery,7,Rainy,0,0,1,4.07,Medium,Good,0.35,1,1
CR000345,2022-02-02,13:38:17,13,Wednesday,2,2022,13.110709,80.292434,North,Washermanpet,Vehicle-theft,6,Hot,0,0,0,2.86,High,Good,0.31,1,1
CR000346,2019-05-20,19:35:14,19,Monday,5,2019,12.968829,80.273022,East,Thiruvanmiyur,Vehicle-theft,7,Rainy,0,0,1,3.59,Low,Moderate,0.2,1,1
CR000347,2019-03-08,15:57:29,15,Friday,3,2019,13.066149,80.270575,Central,Mylapore,Assault,8,Hot,0,0,0,3.27,Medium,Good,0.33,0,1
CR000348,2024-11-28,21:44:44,21,Thursday,11,2024,13.044023,80.283304,East,Marina,Fraud,5,Hot,0,0,1,0.89,Medium,Poor,0.37,1,1
CR000349,2024-08-13,02:43:06,2,Tuesday,8,2024,13.074683,80.22578,West,Anna Nagar,Vehicle-theft,6,Hot,0,0,1,2.95,Low,Good,0.19,1,1
CR000350,2022-10-29,09:41:50,9,Saturday,10,2022,13.038663,80.073426,West,Porur,Assault,9,Hot,0,1,0,1.81,Low,Moderate,0.12,0,1
CR000351,2021-08-18,15:05:36,15,Wednesday,8,2021,13.1575,80.286225,North,Tiruvottiyur,Vehicle-theft,7,Foggy,0,0,0,2.95,Low,Good,0.06,0,1
CR000352,2021-08-07,09:53:37,9,Saturday,8,2021,13.137378,80.289024,North,Royapuram,Assault,6,Foggy,0,1,0,3.29,Low,Moderate,0.09,1,1
CR000353,2021-07-28,23:59:15,23,Wednesday,7,2021,13.054922,80.264021,Central,Egmore,Murder,9,Rainy,0,0,1,4.09,Low,Poor,0.38,1,1
CR000354,2023-10-31,14:42:17,14,Tuesday,10,2023,13.127984,80.25626,North,Perambur,Fraud,6,Rainy,0,0,0,2.71,Low,Moderate,0.15,0,1
CR000355,2024-06-26,04:26:49,4,Wednesday,6,2024,12.996923,80.222161,South,Guindy,Eve-teasing,5,Foggy,0,0,1,2.83,Medium,Good,0.1,1,1
CR000356,2019-10-02,22:53:13,22,Wednesday,10,2019,12.931552,80.131986,South,Tambaram,Vehicle-theft,5,Hot,0,0,1,5.07,Low,Moderate,0.37,1,1
CR000357,2023-08-07,14:34:27,14,Monday,8,2023,13.080965,80.247028,North,Perambur,Vehicle-theft,6,Clear,0,0,0,1.95,Low,Poor,0.27,1,1
CR000358,2024-06-04,15:26:25,15,Tuesday,6,2024,13.036794,80.238158,South,T.Nagar,Eve-teasing,5,Foggy,0,0,0,4.58,Very High,Good,0.07,0,1
CR000359,2020-10-29,11:27:07,11,Thursday,10,2020,13.030736,80.208763,South,Guindy,Vehicle-theft,4,Rainy,0,0,0,4.45,High,Poor,0.06,0,1
CR000360,2022-02-03,01:06:19,1,Thursday,2,2022,13.053884,80.277807,Central,Triplicane,Assault,8,Foggy,0,0,1,5.71,High,Good,0.32,1,1
CR000361,2023-04-19,15:34:41,15,Wednesday,4,2023,13.001346,80.276395,South,Adyar,Fraud,6,Foggy,0,0,0,0.64,Medium,Moderate,0.24,0,1
CR000362,2024-04-07,04:22:38,4,Sunday,4,2024,13.169332,80.283002,North,Tiruvottiyur,Fraud,6,Clear,0,1,1,3.58,Low,Moderate,0.15,0,1
CR000363,2021-03-09,00:55:22,0,Tuesday,3,2021,13.05482,80.277771,Central,Egmore,Burglary,8,Hot,0,0,1,5.06,Medium,Poor,0.35,0,1
CR000364,2021-09-04,17:09:32,17,Saturday,9,2021,13.079044,80.237847,Central,Egmore,Vehicle-theft,4,Rainy,0,1,0,3.26,Low,Poor,0.15,0,1
CR000365,2023-05-11,02:55:44,2,Thursday,5,2023,13.051887,80.19186,West,K.K. Nagar,Vehicle-theft,7,Foggy,0,0,1,2.49,Low,Good,0.12,1,1
CR000366,2019-01-19,02:13:59,2,Saturday,1,2019,13.141625,80.149573,West,Ambattur,Vehicle-theft,7,Rainy,0,1,1,2.6,Medium,Poor,0.3,0,1
CR000367,2021-03-28,23:13:57,23,Sunday,3,2021,12.956301,80.208143,South,Velachery,Vehicle-theft,6,Clear,0,1,1,1.12,Medium,Good,0.12,1,1
CR000368,2023-03-27,16:10:25,16,Monday,3,2023,13.110986,80.185655,West,Anna Nagar,Burglary,6,Foggy,0,0,0,1.98,Low,Good,0.18,0,1
CR000369,2019-07-09,09:08:34,9,Tuesday,7,2019,13.052789,80.291862,Central,Triplicane,Drug-offense,7,Foggy,0,0,0,0.66,Very High,Poor,0.25,1,1
CR000370,2020-12-05,23:56:44,23,Saturday,12,2020,13.081589,80.247983,Central,Egmore,Kidnapping,8,Hot,0,1,1,3.16,Low,Moderate,0.2,0,1
CR000371,2023-03-08,01:38:47,1,Wednesday,3,2023,13.049626,80.182986,West,K.K. Nagar,Burglary,6,Foggy,0,0,1,3.08,Medium,Moderate,0.05,1,1
CR000372,2021-02-06,08:52:39,8,Saturday,2,2021,13.154697,80.306164,North,Tiruvottiyur,Fraud,7,Rainy,0,1,0,5.8,Medium,Good,0.37,0,1
CR000373,2024-07-30,16:30:59,16,Tuesday,7,2024,13.054143,80.24173,South,T.Nagar,Theft,6,Hot,0,0,0,4.1,Medium,Good,0.22,1,1
CR000374,2023-03-27,16:37:48,16,Monday,3,2023,12.973641,80.235607,South,Velachery,Vehicle-theft,5,Clear,0,0,0,4.02,Low,Moderate,0.26,1,1
CR000375,2021-12-15,08:20:54,8,Wednesday,12,2021,13.104211,80.288556,North,Royapuram,Vehicle-theft,4,Foggy,0,0,0,1.29,Medium,Moderate,0.3,1,1
CR000376,2023-12-19,05:24:39,5,Tuesday,12,2023,13.005314,80.279998,East,Besant Nagar,Theft,3,Clear,0,0,1,1.7,Medium,Good,0.32,0,1
CR000377,2022-03-30,05:19:25,5,Wednesday,3,2022,13.030134,80.260656,Central,Mylapore,Eve-teasing,2,Foggy,0,0,1,3.17,Low,Moderate,0.15,1,1
CR000378,2022-08-07,06:12:49,6,Sunday,8,2022,13.064085,80.288038,Central,Triplicane,Theft,6,Hot,0,1,0,2.39,Medium,Moderate,0.06,1,1
CR000379,2024-03-10,00:49:22,0,Sunday,3,2024,13.146649,80.325459,North,Tiruvottiyur,Vehicle-theft,4,Foggy,0,1,1,5.29,Low,Good,0.22,0,1
CR000380,2021-11-02,13:14:51,13,Tuesday,11,2021,12.991403,80.281584,East,Besant Nagar,Theft,3,Foggy,0,0,0,4.1,Medium,Moderate,0.35,1,1
CR000381,2020-05-29,21:39:52,21,Friday,5,2020,13.018498,80.200675,South,Adyar,Fraud,6,Rainy,0,0,1,5.81,Low,Poor,0.31,0,1
CR000382,2021-09-10,10:44:36,10,Friday,9,2021,13.090159,80.237854,Central,Nungambakkam,Assault,6,Clear,0,0,0,2.27,Very High,Good,0.27,0,1
CR000383,2023-05-05,10:46:07,10,Friday,5,2023,13.00938,80.27946,South,Adyar,Eve-teasing,3,Foggy,0,0,0,1.39,Medium,Poor,0.31,1,1
CR000384,2021-09-19,01:09:20,1,Sunday,9,2021,13.158401,80.307077,North,Tiruvottiyur,Assault,7,Hot,0,1,1,3.96,Medium,Poor,0.29,0,1
CR000385,2019-10-05,08:53:28,8,Saturday,10,2019,13.019895,80.294284,East,Marina,Fraud,6,Clear,0,1,0,1.74,Medium,Poor,0.28,0,1
CR000386,2020-06-28,07:28:36,7,Sunday,6,2020,13.096536,80.238372,Central,Nungambakkam,Kidnapping,9,Rainy,0,1,0,3.71,Low,Poor,0.35,1,1
CR000387,2021-09-20,02:34:24,2,Monday,9,2021,13.062472,80.29808,Central,Triplicane,Assault,8,Clear,0,0,1,4.08,Very High,Poor,0.12,1,1
CR000388,2023-03-17,03:24:03,3,Friday,3,2023,12.97524,80.230101,South,Guindy,Burglary,7,Rainy,0,0,1,3.81,Low,Moderate,0.12,0,1
CR000389,2021-09-04,22:40:32,22,Saturday,9,2021,13.013718,80.063618,West,Porur,Assault,5,Rainy,0,1,1,4.03,Low,Good,0.33,1,1
CR000390,2019-09-17,13:26:09,13,Tuesday,9,2019,13.057191,80.25758,Central,Mylapore,Assault,7,Clear,0,0,0,3.21,Low,Poor,0.26,1,1
CR000391,2019-07-04,16:14:33,16,Thursday,7,2019,13.053703,80.268832,East,Marina,Drug-offense,8,Clear,0,0,0,3.34,Medium,Good,0.14,0,1
CR000392,2022-12-12,02:08:59,2,Monday,12,2022,13.086105,80.225918,West,Anna Nagar,Burglary,8,Foggy,0,0,1,2.82,Low,Poor,0.13,1,1
CR000393,2020-06-21,08:35:12,8,Sunday,6,2020,12.970021,80.232145,South,Guindy,Robbery,8,Clear,0,1,0,3.86,Low,Poor,0.05,1,1
CR000394,2019-01-06,14:44:06,14,Sunday,1,2019,12.991265,80.263429,East,Besant Nagar,Theft,6,Rainy,0,1,0,0.71,Medium,Good,0.08,0,1
CR000395,2022-06-21,23:14:16,23,Tuesday,6,2022,13.056248,80.224863,Central,Nungambakkam,Drug-offense,9,Rainy,0,0,1,4.63,Low,Poor,0.35,0,1
CR000396,2022-05-23,00:28:30,0,Monday,5,2022,13.041531,80.267848,East,Marina,Fraud,7,Foggy,0,0,1,1.58,Low,Poor,0.31,1,1
CR000397,2021-08-09,00:27:39,0,Monday,8,2021,13.123183,80.219648,North,Perambur,Murder,8,Foggy,0,0,1,1.03,Low,Good,0.07,0,1
CR000398,2024-02-01,10:28:14,10,Thursday,2,2024,12.996358,80.260128,South,Adyar,Kidnapping,9,Rainy,0,0,0,3.23,Low,Good,0.17,1,1
CR000399,2019-10-26,12:26:13,12,Saturday,10,2019,13.010557,80.221816,South,Guindy,Vehicle-theft,4,Hot,0,1,0,0.52,Very High,Poor,0.14,0,1
CR000400,2019-05-08,18:41:06,18,Wednesday,5,2019,13.100539,80.270567,North,Washermanpet,Vehicle-theft,5,Clear,0,0,0,3.04,High,Poor,0.25,0,1
CR000401,2023-01-30,20:42:29,20,Monday,1,2023,13.011608,80.243144,South,Guindy,Theft,4,Hot,0,0,1,1.52,Very High,Poor,0.39,1,1
CR000402,2019-09-10,05:41:22,5,Tuesday,9,2019,13.104528,80.290668,North,Royapuram,Drug-offense,6,Foggy,0,0,1,5.22,Medium,Good,0.37,1,1
CR000403,2023-09-16,13:16:18,13,Saturday,9,2023,12.997479,80.227446,South,Guindy,Eve-teasing,5,Foggy,0,1,0,5.91,Very High,Moderate,0.28,1,1
CR000404,2024-02-25,15:51:17,15,Sunday,2,2024,13.040676,80.266549,East,Marina,Vehicle-theft,7,Rainy,0,1,0,4.06,Low,Poor,0.31,0,1
CR000405,2024-12-05,02:40:30,2,Thursday,12,2024,13.125159,80.15955,West,Ambattur,Vehicle-theft,6,Hot,0,0,1,3.55,Low,Poor,0.19,1,1
CR000406,2021-09-23,06:28:02,6,Thursday,9,2021,13.105295,80.285885,North,Washermanpet,Burglary,7,Rainy,0,0,0,5.74,High,Poor,0.18,1,1
CR000407,2023-08-01,22:32:50,22,Tuesday,8,2023,13.060839,80.03181,West,Porur,Kidnapping,8,Hot,0,0,1,2.49,Medium,Good,0.1,1,1
CR000408,2023-12-18,20:08:10,20,Monday,12,2023,13.074724,80.280061,East,Marina,Burglary,5,Foggy,0,0,1,3.33,Low,Poor,0.31,1,1
CR000409,2022-07-13,22:05:04,22,Wednesday,7,2022,12.891461,80.135586,South,Tambaram,Murder,9,Hot,0,0,1,2.04,Low,Good,0.1,1,1
CR000410,2021-06-22,12:31:44,12,Tuesday,6,2021,13.046506,80.037009,West,Porur,Assault,5,Clear,0,0,0,3.1,Medium,Good,0.11,0,1
CR000411,2023-12-09,11:15:55,11,Saturday,12,2023,13.065012,80.256213,South,T.Nagar,Kidnapping,9,Hot,0,1,0,2.21,Medium,Good,0.09,1,1
CR000412,2020-11-08,11:04:12,11,Sunday,11,2020,13.141227,80.306503,North,Tiruvottiyur,Kidnapping,10,Clear,0,1,0,2.22,Low,Good,0.34,0,1
CR000413,2024-05-11,05:21:14,5,Saturday,5,2024,12.936063,80.11462,South,Tambaram,Murder,10,Clear,0,1,1,4.97,Low,Moderate,0.15,1,1
CR000414,2022-06-04,13:41:53,13,Saturday,6,2022,13.09526,80.15761,West,Ambattur,Kidnapping,10,Rainy,0,1,0,4.03,Low,Moderate,0.2,0,1
CR000415,2022-07-29,00:27:49,0,Friday,7,2022,13.104142,80.291455,North,Royapuram,Vehicle-theft,6,Rainy,0,0,1,4.37,Medium,Poor,0.35,1,1
CR000416,2019-03-08,11:21:52,11,Friday,3,2019,12.978488,80.234358,South,Guindy,Vehicle-theft,5,Rainy,0,0,0,5.56,High,Moderate,0.1,0,1
CR000417,2024-01-17,04:34:21,4,Wednesday,1,2024,13.101998,80.246718,North,Perambur,Vehicle-theft,7,Clear,0,0,1,3.86,Low,Good,0.34,1,1
CR000418,2022-07-29,07:31:15,7,Friday,7,2022,13.047747,80.071008,West,Porur,Assault,8,Foggy,0,0,0,2.86,Low,Good,0.28,1,1
CR000419,2022-02-27,11:27:41,11,Sunday,2,2022,13.097173,80.139737,West,Ambattur,Fraud,6,Hot,0,1,0,2.14,High,Good,0.38,0,1
CR000420,2021-11-10,22:06:40,22,Wednesday,11,2021,13.10197,80.29695,North,Royapuram,Fraud,5,Foggy,0,0,1,3.56,Low,Poor,0.38,0,1
CR000421,2024-10-29,06:40:49,6,Tuesday,10,2024,13.071406,80.183042,West,Anna Nagar,Eve-teasing,4,Hot,0,0,0,2.41,Very High,Poor,0.27,1,1
CR000422,2022-09-16,18:15:14,18,Friday,9,2022,13.026123,80.259206,Central,Mylapore,Vehicle-theft,6,Foggy,0,0,0,1.17,Low,Good,0.3,1,1
CR000423,2021-04-03,00:00:51,0,Saturday,4,2021,13.025637,80.259244,Central,Mylapore,Theft,3,Hot,0,1,1,5.19,Medium,Moderate,0.29,1,1
CR000424,2023-04-13,11:31:29,11,Thursday,4,2023,12.988799,80.269335,East,Thiruvanmiyur,Drug-offense,8,Foggy,0,0,0,1.69,Low,Moderate,0.34,0,1
CR000425,2020-10-24,08:01:12,8,Saturday,10,2020,13.108885,80.301723,North,Royapuram,Vehicle-theft,5,Clear,1,1,0,1.31,Low,Poor,0.07,1,1
CR000426,2024-02-02,12:22:52,12,Friday,2,2024,13.000496,80.232958,East,Thiruvanmiyur,Murder,10,Hot,0,0,0,3.06,Low,Poor,0.26,1,1
CR000427,2024-11-22,00:15:40,0,Friday,11,2024,13.011,80.243426,South,Adyar,Theft,3,Foggy,1,0,1,1.01,Low,Poor,0.05,0,1
CR000428,2024-12-25,01:30:34,1,Wednesday,12,2024,13.018277,80.244135,East,Besant Nagar,Murder,10,Clear,0,0,1,3.67,Medium,Poor,0.37,0,1
CR000429,2024-05-11,22:41:51,22,Saturday,5,2024,13.027858,80.265712,Central,Mylapore,Burglary,5,Hot,0,1,1,1.7,Medium,Good,0.36,0,1
CR000430,2019-04-25,06:41:23,6,Thursday,4,2019,13.010229,80.244713,South,Adyar,Vehicle-theft,6,Rainy,0,0,0,2.52,Low,Poor,0.34,0,1
CR000431,2019-07-08,10:10:29,10,Monday,7,2019,13.152874,80.292089,North,Tiruvottiyur,Vehicle-theft,5,Foggy,0,0,0,1.34,Medium,Good,0.35,0,1
CR000432,2020-01-07,02:16:54,2,Tuesday,1,2020,13.027669,80.215085,West,K.K. Nagar,Vehicle-theft,5,Rainy,0,0,1,4.19,Medium,Poor,0.14,0,1
CR000433,2024-01-24,21:56:04,21,Wednesday,1,2024,13.042262,80.282319,East,Marina,Vehicle-theft,4,Hot,0,0,1,5.57,Low,Good,0.31,1,1
CR000434,2019-11-11,04:56:10,4,Monday,11,2019,13.10721,80.135264,West,Ambattur,Vehicle-theft,7,Foggy,0,0,1,1.43,High,Poor,0.27,0,1
CR000435,2024-05-06,10:24:37,10,Monday,5,2024,13.084339,80.294011,Central,Triplicane,Drug-offense,7,Rainy,0,0,0,5.43,Low,Poor,0.07,1,1
CR000436,2024-06-11,21:29:05,21,Tuesday,6,2024,12.996272,80.287935,South,Adyar,Eve-teasing,5,Foggy,0,0,1,0.69,Low,Poor,0.2,1,1
CR000437,2019-06-10,06:57:59,6,Monday,6,2019,13.069951,80.044767,West,Porur,Eve-teasing,3,Foggy,0,0,0,4.84,Medium,Good,0.39,1,1
CR000438,2022-12-02,16:15:25,16,Friday,12,2022,13.023341,80.236599,South,Adyar,Vehicle-theft,4,Foggy,0,0,0,3.69,Low,Good,0.4,1,1
CR000439,2021-10-07,08:57:11,8,Thursday,10,2021,13.112218,80.307886,North,Washermanpet,Theft,6,Rainy,0,0,0,3.02,High,Good,0.1,0,1
CR000440,2024-10-11,09:15:23,9,Friday,10,2024,12.975581,80.220704,South,Velachery,Kidnapping,9,Foggy,0,0,0,3.41,Low,Good,0.3,0,1
CR000441,2024-03-30,19:12:28,19,Saturday,3,2024,13.0607,80.24194,Central,Nungambakkam,Assault,6,Clear,0,1,1,2.88,Very High,Moderate,0.18,1,1
CR000442,2024-09-17,12:31:41,12,Tuesday,9,2024,12.958533,80.226783,South,Velachery,Eve-teasing,2,Hot,0,0,0,3.67,Low,Moderate,0.15,1,1
CR000443,2020-05-02,12:27:50,12,Saturday,5,2020,12.98925,80.225294,South,Velachery,Murder,9,Foggy,0,1,0,0.61,Low,Good,0.2,0,1
CR000444,2019-06-23,15:07:54,15,Sunday,6,2019,13.028601,80.21224,West,K.K. Nagar,Assault,6,Foggy,0,1,0,4.22,Medium,Poor,0.26,0,1
CR000445,2021-06-21,17:52:21,17,Monday,6,2021,13.01928,80.290938,East,Besant Nagar,Vehicle-theft,6,Clear,0,0,0,3.97,Medium,Poor,0.3,1,1
CR000446,2022-02-11,23:31:36,23,Friday,2,2022,13.047375,80.280259,Central,Mylapore,Eve-teasing,4,Rainy,0,0,1,3.16,Medium,Moderate,0.26,0,1
CR000447,2019-12-10,07:56:01,7,Tuesday,12,2019,13.054393,80.261116,Central,Triplicane,Fraud,7,Foggy,0,0,0,1.46,Very High,Moderate,0.15,0,1
CR000448,2020-06-03,11:47:07,11,Wednesday,6,2020,13.128084,80.300215,North,Royapuram,Murder,9,Foggy,0,0,0,4.29,Low,Good,0.12,1,1
CR000449,2023-07-06,04:08:26,4,Thursday,7,2023,13.05446,80.261384,Central,Mylapore,Drug-offense,8,Hot,0,0,1,0.95,Low,Moderate,0.3,1,1
CR000450,2020-01-12,14:07:41,14,Sunday,1,2020,12.991444,80.236532,South,Velachery,Drug-offense,9,Hot,0,1,0,3.33,Medium,Good,0.13,1,1
CR000451,2020-03-05,02:52:44,2,Thursday,3,2020,13.05968,80.271829,Central,Triplicane,Eve-teasing,2,Hot,0,0,1,1.79,Very High,Good,0.34,1,1
CR000452,2022-12-30,21:02:29,21,Friday,12,2022,13.167864,80.285848,North,Tiruvottiyur,Robbery,6,Rainy,0,0,1,3.75,Low,Good,0.19,1,1
CR000453,2019-11-30,09:23:04,9,Saturday,11,2019,13.12475,80.313931,North,Royapuram,Robbery,8,Clear,0,1,0,2.05,Medium,Good,0.32,0,1
CR000454,2024-09-14,01:35:48,1,Saturday,9,2024,13.075918,80.263638,Central,Egmore,Drug-offense,9,Clear,0,1,1,3.91,Very High,Moderate,0.38,0,1
CR000455,2020-04-18,15:47:14,15,Saturday,4,2020,13.085601,80.247894,Central,Egmore,Robbery,8,Foggy,0,1,0,2.84,Medium,Moderate,0.34,0,1
CR000456,2019-02-21,23:12:31,23,Thursday,2,2019,12.944954,80.099983,South,Tambaram,Kidnapping,9,Clear,0,0,1,3.22,Medium,Poor,0.06,0,1
CR000457,2021-07-16,14:25:03,14,Friday,7,2021,13.075122,80.260587,Central,Egmore,Assault,9,Foggy,0,0,0,3.76,High,Poor,0.4,0,1
CR000458,2024-10-30,04:40:27,4,Wednesday,10,2024,12.973103,80.285223,East,Thiruvanmiyur,Fraud,4,Foggy,0,0,1,5.77,Medium,Poor,0.2,1,1
CR000459,2020-02-13,08:55:46,8,Thursday,2,2020,12.991663,80.266456,East,Besant Nagar,Drug-offense,9,Rainy,0,0,0,0.96,Low,Poor,0.08,1,1
CR000460,2020-10-20,21:50:02,21,Tuesday,10,2020,13.119614,80.315114,North,Royapuram,Eve-teasing,2,Clear,1,0,1,5.72,Low,Poor,0.28,0,1
CR000461,2024-07-27,05:34:28,5,Saturday,7,2024,13.102039,80.132845,West,Ambattur,Theft,5,Rainy,0,1,1,1.75,Low,Moderate,0.12,0,1
CR000462,2022-02-06,22:31:49,22,Sunday,2,2022,12.973074,80.228043,East,Thiruvanmiyur,Burglary,6,Hot,0,1,1,4.39,Medium,Moderate,0.36,0,1
CR000463,2023-08-28,04:51:41,4,Monday,8,2023,13.049969,80.284694,East,Marina,Eve-teasing,3,Clear,0,0,1,1.84,Medium,Moderate,0.18,1,1
CR000464,2022-02-10,18:07:34,18,Thursday,2,2022,13.004815,80.197025,West,K.K. Nagar,Theft,6,Clear,0,0,0,4.87,Medium,Moderate,0.08,1,1
CR000465,2024-09-05,08:28:35,8,Thursday,9,2024,12.938089,80.152829,South,Tambaram,Fraud,5,Rainy,0,0,0,3.19,Medium,Poor,0.21,1,1
CR000466,2022-04-21,13:53:21,13,Thursday,4,2022,13.08628,80.253648,Central,Egmore,Vehicle-theft,5,Rainy,0,0,0,3.09,Very High,Poor,0.17,0,1
CR000467,2023-05-15,16:12:32,16,Monday,5,2023,12.991405,80.224815,South,Velachery,Vehicle-theft,5,Foggy,0,0,0,2.5,Medium,Moderate,0.15,0,1
CR000468,2023-12-07,09:48:21,9,Thursday,12,2023,13.085976,80.248481,Central,Triplicane,Theft,3,Rainy,0,0,0,3.91,Low,Moderate,0.29,0,1
CR000469,2024-12-08,00:28:43,0,Sunday,12,2024,13.103005,80.121842,West,Ambattur,Murder,10,Rainy,0,1,1,4.7,Very High,Poor,0.09,0,1
CR000470,2021-10-06,06:46:40,6,Wednesday,10,2021,13.06712,80.24287,South,T.Nagar,Burglary,6,Clear,0,0,0,4.76,Low,Good,0.27,1,1
CR000471,2019-10-08,01:32:51,1,Tuesday,10,2019,13.062373,80.269348,East,Marina,Theft,4,Foggy,0,0,1,3.87,Medium,Poor,0.08,0,1
CR000472,2022-07-27,22:14:33,22,Wednesday,7,2022,13.168838,80.292318,North,Tiruvottiyur,Assault,8,Clear,0,0,1,4.28,Medium,Good,0.38,1,1
CR000473,2021-10-04,04:28:53,4,Monday,10,2021,13.024156,80.200151,South,Guindy,Drug-offense,8,Clear,0,0,1,0.54,Medium,Good,0.36,0,1
CR000474,2021-07-23,10:27:56,10,Friday,7,2021,13.045126,80.035022,West,Porur,Eve-teasing,2,Foggy,0,0,0,4.51,Low,Good,0.08,0,1
CR000475,2022-03-15,03:13:54,3,Tuesday,3,2022,13.055274,80.30089,Central,Triplicane,Burglary,8,Rainy,0,0,1,3.86,Very High,Poor,0.39,1,1
CR000476,2021-10-22,17:37:54,17,Friday,10,2021,13.01785,80.212954,West,K.K. Nagar,Vehicle-theft,7,Hot,1,0,0,3.87,Medium,Poor,0.2,1,1
CR000477,2024-04-15,08:37:45,8,Monday,4,2024,13.11228,80.209345,North,Perambur,Vehicle-theft,6,Foggy,0,0,0,5.14,Low,Poor,0.2,1,1
